N1;N314;N279;N312;D1806;D1801;N345;D1811;D1812;D1802;D1803;N18;N133;N346_old;D3_1;N350;D3;N134;N347;N138;N139;N559;N560;N561;N562;N1_1;D1804;N557;D40;D41;N314_2;N346;N459;N10;D3101;D3217;N1002;D1752;N279_1;N1128;N1030;N14;N1_2;D40_2;D41_2;N1158;D428;N279_2;D3_2;D09;N1626;N269_1;N269_2;D85;D306;N279_3;IsMerge;IsDouble;FID_Entity;N2043;N2047;RC;RN;D428_1;N2218;FID_Filial_no_head;N2260;SYNC;D85_SYNC;D85_TCUN;D428_1P
307;279;8601;1;False;;;True;True;;;ТОО "АГРОМАРКЕТ";False;;;False;860101010;8601000923;;271  41067; ;False;False;False;False;0;;False;31.01.1992 0:00:00;16.11.2006 0:00:00;279;;;;;False;1038600000757;;8601;25.02.2003 0:00:00;;86025;7849;31.01.1992 0:00:00;16.11.2006 0:00:00;True;0;8601;860101010;0;;0;382;11.07.2007 19:06:00;09.07.2014 8:11:00;;0;0;;;;;;;;;;;;;
308;576;8601;1;False;;;True;True;;;ТОО "АЛТЭЛ";False;;;False;860101001;8601000930;;271  40862; ;False;False;False;False;0;;False;22.01.1993 0:00:00;07.10.2011 0:00:00;576;;;;;False;1118601002189;07.10.2011 0:00:00;8601;07.10.2011 0:00:00;;86025;7849;22.01.1993 0:00:00;07.10.2011 0:00:00;True;0;8601;860101001;0;;0;382;11.07.2007 19:06:00;16.10.2015 9:31:00;;0;0;277581;3;1;;;;;;0;;;;
309;71;8601;1;False;;;True;True;;;ТОО "РЕМСЕРВИС";False;;;False;860101001;8601000948;;271  96400; ;False;False;False;False;0;;False;;27.12.2001 0:00:00;71;;;;;False;;;8601;;;86025;7849;;27.12.2001 0:00:00;True;0;8601;860101001;0;;0;382;11.07.2007 19:06:00;09.07.2014 8:11:00;;0;0;;;;;;;;;;;;;
310;70;8601;1;False;;;True;True;;;ИЧП "ГОРЛОВ И К";False;;;False;860101001;8601000955;;271  41408; ;False;False;False;False;0;;False;30.11.1992 0:00:00;22.10.2001 0:00:00;70;;;;;False;;;8601;;;;;30.11.1992 0:00:00;22.10.2001 0:00:00;True;0;8601;860101001;0;;0;382;11.07.2007 19:06:00;09.07.2014 8:11:00;;0;0;;;;;;;;;;;;;
311;220;8601;1;False;;;True;True;;;ЧФ "ТЕЛЕРАДИОСЕРВИС";False;;860101001;False;860101001;8601000962;;271  33357; ;False;False;False;False;0;;False;30.07.1992 0:00:00;22.06.2017 0:00:00;220;;;;;False;1178617010923;;8601;22.06.2017 0:00:00;22.06.2017 0:00:00;86038;103436;30.06.1992 0:00:00;22.06.2017 0:00:00;True;0;8601;860101001;0;;0;382;11.07.2007 19:06:00;22.06.2017 15:05:00;;0;0;8863887;2;;;;1177;;;1;1;22.06.2017 15:05:00;10.12.2014 0:00:00;1177
312;112;8601;1;False;;;True;True;;;ГОРМОЛЗАВОД "Х-МАНСИЙСКИЙ";False;;;False;         ;8601000970;;271  33606;;True;False;False;False;0;;False;30.06.1992 0:00:00;;112;;;;;False;;;8601;;;;;30.06.1992 0:00:00;;True;0;8601;         ;0;;0;382;11.07.2007 19:06:00;09.07.2014 8:11:00;;0;0;;;;;;;;;0;;;;
313;69;8601;1;False;;;True;True;;;ТОО "ДЕЛО";False;;;False;860101010;8601000987;;271  40591; ;False;False;False;False;0;;False;15.01.1992 0:00:00;09.03.2007 0:00:00;69;;;;;False;1078601000631;;8601;09.03.2007 0:00:00;;86025;7849;15.01.1992 0:00:00;09.03.2007 0:00:00;True;0;8601;860101010;0;;0;382;11.07.2007 19:06:00;09.07.2014 8:11:00;;0;0;;;;;;;;;;;;;
314;68;8601;1;False;;;True;True;;;ЧП "КАРАКАЩЯН И К";False;;;False;860101001;8601000994;; ; ;False;False;False;False;0;;False;31.01.1992 0:00:00;07.10.2011 0:00:00;68;;;;;False;1118601002178;07.10.2011 0:00:00;8601;07.10.2011 0:00:00;;86025;7849;31.01.1992 0:00:00;07.10.2011 0:00:00;True;0;8601;860101001;0;;0;382;11.07.2007 19:06:00;16.10.2015 9:31:00;;0;0;277567;3;1;;;;;;0;;;;
315;7037089;8601;1;False;;86;True;True;;;БУ "ЦЕНТР ИМУЩЕСТВЕННЫХ ОТНОШЕНИЙ";False;;860101001;False;860101001;8601001003;25.01.2012 0:00:00;34671 34671;22425;True;False;False;False;0;;False;22.12.1999 0:00:00;;7037089;001971882;;;;False;1028600510421;;8601;31.10.2002 0:00:00;;86038;103436;30.06.1992 0:00:00;;True;0;8601;860101001;0;;0;382;11.07.2007 19:06:00;11.01.2018 18:12:00;;0;0;3773276;1;;;;1178;;;1;1;18.10.2017 17:01:00;24.02.2015 0:00:00;1178
316;113;8601;1;False;;86;True;True;;;ФЕДЕРАЛЬНОЕ ГОСУДАРСТВЕННОЕ УНИТАРНОЕ ПРЕДПРИЯТИЕ "ХАНТЫ-МАНСИЙСКАЯ ГОСУДАРСТВЕННАЯ ТЕЛЕВИЗИОННАЯ И РАДИОВЕЩАТЕЛЬНАЯ КОМПАНИЯ "ЮГОРИЯ";False;;;False;860101001;8601001010;16.04.2001 0:00:00;271  40160; ;False;False;False;False;0;;False;11.12.2002 0:00:00;28.12.2006 0:00:00;113;00648658;;;;False;1028600513578;28.12.2006 0:00:00;8601;11.12.2002 0:00:00;;86025;7849;15.07.1992 0:00:00;28.12.2006 0:00:00;True;0;8601;860101001;0;;0;382;11.07.2007 19:06:00;05.03.2018 5:39:00;;0;0;3783918;3;1;;;;;;;;;;
317;1080;8601;1;False;;;True;True;;;МП "КОМБИНАТ КОММУНАЛЬНЫХ ПРЕДПРИЯТИЙ";False;;;False;         ;8601001028;;271  33181;;True;False;False;False;0;;False;30.06.1992 0:00:00;;1080;;;;;False;;;8601;;;;;29.06.1992 0:00:00;;True;0;8601;         ;0;;0;382;11.07.2007 19:06:00;09.07.2014 8:11:00;;0;0;;;;;;;;;0;;;;
318;88;8601;1;False;;;True;True;;;МП "ТЕЛЕАТЕЛЬЕ";False;;;False;         ;8601001035;;271  41594;;True;False;False;False;0;;False;30.06.1992 0:00:00;;88;;;;;False;;;8601;;;;;27.02.1992 0:00:00;;True;0;8601;         ;0;;0;382;11.07.2007 19:06:00;09.07.2014 8:11:00;;0;0;;;;;;;;;0;;;;
319;251;8601;1;False;;86;True;True;;;ГОРОДСКАЯ ОБЩЕСТВЕННАЯ ОРГАНИЗАЦИЯ ВДПО;False;;;False;860101001;8601001042;20.12.1999 0:00:00;(34671)21992; ;False;False;False;False;0;;False;03.01.1992 0:00:00;28.12.2006 0:00:00;251;0014365;;;;False;1028600003651;28.12.2006 0:00:00;8601;07.12.2002 0:00:00;;86002;16428;03.01.1992 0:00:00;28.12.2006 0:00:00;True;0;8601;860101001;0;;0;4;11.07.2007 19:06:00;03.07.2014 20:02:00;;0;0;3912642;3;1;;;;;;;;;;
320;177;8601;1;False;;;True;True;;;ООО "ХАОС";False;;;False;860101001;8601001050;;271  40542; ;False;False;False;False;0;;False;31.07.1991 0:00:00;27.12.2001 0:00:00;177;;;;;False;;;8601;;;;;31.07.1991 0:00:00;27.12.2001 0:00:00;True;0;8601;860101001;0;;0;382;11.07.2007 19:06:00;09.07.2014 8:11:00;;0;0;;;;;;;;;;;;;
321;426;8601;1;False;;;True;True;;;ОРГАНИЗАЦИЯ  ПО ТУРИЗМУ И ЭКСКУРСИЯМ "КРУИЗ";False;;;False;         ;8601001067;;271  40138;;True;False;False;False;0;;False;30.06.1992 0:00:00;;426;;;;;False;;;8601;;;;;30.04.1991 0:00:00;;True;0;8601;         ;0;;0;382;11.07.2007 19:06:00;09.07.2014 8:11:00;;0;0;;;;;;;;;0;;;;
322;299;8601;1;False;;;True;True;;;ТОО "АВТОСЕЛЬХОЗМАШСЕРВИС";False;;860101001;False;860101001;8601001074;;271  41169; ;False;False;False;False;0;;False;30.11.1992 0:00:00;22.06.2017 0:00:00;299;;;;;False;1178617011044;;8601;22.06.2017 0:00:00;22.06.2017 0:00:00;86038;103436;30.06.1992 0:00:00;22.06.2017 0:00:00;True;0;8601;860101001;0;;0;382;11.07.2007 19:06:00;22.06.2017 15:05:00;;0;0;8863886;2;;;;1177;;;1;1;22.06.2017 15:05:00;10.12.2014 0:00:00;1177
323;172;8601;1;False;;;True;True;;;ТОО "АСЬ";False;;;False;         ;8601001081;;271  43868; ;True;False;False;False;0;;False;30.06.1992 0:00:00;;172;;;;;False;;;8601;;;;;30.06.1992 0:00:00;;True;0;8601;         ;0;;0;382;11.07.2007 19:06:00;09.07.2014 8:11:00;;0;0;;;;;;;;;0;;;;
324;6202396;8601;1;False;;86;True;True;;;МП "ВОДОКАНАЛ";False;;860101001;False;860101001;8601001099;31.12.2010 0:00:00;(34671)32112;271  32112;True;False;False;False;0;;False;14.02.1995 0:00:00;;6202396;001960562;;;;False;1028600515206;;8601;23.12.2002 0:00:00;;86038;103436;18.03.1992 0:00:00;;True;0;8601;860101001;1;;0;382;11.07.2007 19:06:00;30.01.2018 13:42:00;;0;0;3883481;1;;;;1178;;;1;1;30.01.2018 13:36:00;24.02.2015 0:00:00;1178
325;360;8601;1;False;;;True;True;;;ИЧП "КРАСОВСКИХ И К";False;;;False;         ;8601001109;;271  36375;;True;False;False;False;0;;False;30.06.1992 0:00:00;;360;;;;;False;;;8601;;;;;30.06.1992 0:00:00;;True;0;8601;         ;0;;0;382;11.07.2007 19:06:00;09.07.2014 8:11:00;;0;0;;;;;;;;;0;;;;
326;379;8601;1;False;;86;True;True;;;ООО "РУССКОЕ ДЕЛО";False;;;False;860101001;8601001116;11.11.1999 0:00:00;291  40979;;False;False;False;False;0;;False;18.06.1992 0:00:00;30.12.2011 0:00:00;379;0014291;;;;False;1118601004158;30.12.2011 0:00:00;8601;30.12.2011 0:00:00;;86025;7849;18.06.1992 0:00:00;30.12.2011 0:00:00;True;0;8601;860101001;0;;0;382;11.07.2007 19:06:00;16.10.2015 9:32:00;;0;0;7371685;1;;;;;;;0;;;;
327;116;8601;1;False;;86;True;True;;;ЗАО "ПРОГРЕСС";False;;860101001;False;860101001;8601001123;05.04.2001 0:00:00;271  93550;271  36848;False;False;False;False;0;;False;18.06.2001 0:00:00;15.08.2016 0:00:00;116;00648472;;;;False;1028600512852;;8601;04.12.2002 0:00:00;15.08.2016 0:00:00;86038;103436;30.06.1992 0:00:00;15.08.2016 0:00:00;True;0;8601;860101001;0;;0;382;11.07.2007 19:06:00;26.01.2017 8:17:00;;0;0;3783258;1;;;;1178;;;1;1;26.01.2017 8:16:00;24.02.2015 0:00:00;1178
328;163;8601;1;False;;86;True;True;;;УПРАВЛЕНИЕ ЛЕСАМИ ХМАО;False;;;False;860101001;8601001130;02.09.1999 0:00:00;271  33503;;False;False;False;False;0;;False;15.11.2000 0:00:00;30.11.2007 14:46:00;163;0014166;;;;False;;;8601;;;;;15.11.2000 0:00:00;30.11.2007 14:46:00;True;0;8601;860101001;0;;0;382;11.07.2007 19:06:00;02.09.2014 8:14:00;;0;0;;;;;;;;;1;;;;
329;270;8601;1;False;;86;True;True;;;ОАО "ХАНТЫ-МАНСИЙСКИЙ РЕЧНОЙ ПОРТ";False;;;False;860101001;8601001148;16.09.1999 0:00:00;271  42522; ;False;False;False;False;0;;False;05.11.1992 0:00:00;16.05.2005 0:00:00;270;0014194;;;;False;1038600000383;07.04.2003 13:47:00;8601;07.02.2003 0:00:00;;86025;7849;05.11.1992 0:00:00;16.05.2005 0:00:00;True;0;8601;860101001;0;;0;4;11.07.2007 19:06:00;03.07.2014 20:02:00;;0;0;6282164;3;1;;;;;;;;;;
330;6990593;8601;1;False;;86;True;True;;;КУ "ХАНТЫ-МАНСИЙСКИЙ ЦЕНТР ЗАНЯТОСТИ НАСЕЛЕНИЯ";False;;860101001;False;860101001;8601001155;05.10.2011 0:00:00;(34671)22190;271  41831;True;False;False;False;0;;False;17.10.2006 0:00:00;;6990593;002160241;;;;False;1028600515228;;8601;23.12.2002 0:00:00;;86038;103436;30.06.1991 0:00:00;;True;0;8601;860101001;0;;0;382;11.07.2007 19:06:00;24.01.2018 13:35:00;;0;0;3883504;1;;;;1178;;;1;1;24.01.2018 13:34:00;24.02.2015 0:00:00;1178
331;241;8601;1;False;;86;True;True;;;УПРАВЛЕНИЕ УПОЛНОМОЧЕННОГО МВЭС РФ ПО ХМАО;False;;;False;860101001;8601001162;22.12.2000 0:00:00;346 346;34882;False;False;False;False;0;;False;10.01.1993 0:00:00;13.01.2014 0:00:00;241;00384875;;;;False;1028600515240;13.01.2014 0:00:00;8601;23.12.2002 0:00:00;;86025;7849;10.01.1993 0:00:00;13.01.2014 0:00:00;True;0;8601;860101001;0;;0;493;11.07.2007 19:06:00;15.06.2016 16:44:00;;0;0;3883517;1;;;;;;;0;;;;
332;271;8601;1;False;;86;True;True;;;ДЕПАРТАМЕНТ ГРАДОСТРОИТЕЛЬНОЙ ПОЛИТИКИ ХМАО;False;;;False;860101001;8601001170;20.02.2001 0:00:00;271  33016;271  40584;False;False;False;False;0;;False;30.11.1993 0:00:00;27.12.2002 0:00:00;271;00532446;;;;False;;27.12.2002 13:08:00;8601;;;;;30.11.1993 0:00:00;27.12.2002 0:00:00;True;0;8601;860101001;0;;0;382;11.07.2007 19:06:00;09.07.2014 8:11:00;;0;0;;;;;;;;;;;;;
333;1327473;8601;1;False;;86;True;True;;;УПРАВЛЕНИЕ РОСРЕЕСТРА ПО ХАНТЫ-МАНСИЙСКОМУ АВТОНОМНОМУ ОКРУГУ - ЮГРЕ;False;;860101001;False;860101001;8601001187;12.11.2009 0:00:00;;;True;False;False;True;0;;False;31.12.1991 0:00:00;;1327473;001770860;;;;False;1028600513061;;8601;05.12.2002 0:00:00;;86038;103436;31.12.1991 0:00:00;;True;0;8601;860101001;1;;0;382;11.07.2007 19:06:00;16.01.2018 15:56:00;;0;0;3783456;1;;;;1178;;;1;1;05.06.2017 21:56:00;24.02.2015 0:00:00;1178
334;188;8601;1;False;;;False;True;;;ООО СК "ХАНТЫ-МАНСИЙСК АСКО";False;;;False;860101010;8601001194;;271  32309;;False;False;False;False;0;;False;30.06.1991 0:00:00;27.11.1995 0:00:00;188;;;;;False;;;8601;;;;;30.06.1991 0:00:00;27.11.1995 0:00:00;True;0;8601;860101010;0;;0;382;11.07.2007 19:06:00;09.07.2014 8:11:00;;0;0;;;;;;;;;;;;;
335;292;8601;1;False;;;True;True;;;ИЧП "РЕСУРС РОШКО";False;;860101001;False;860101001;8601001204;;271  40281; ;False;False;False;False;0;;False;11.12.1993 0:00:00;22.06.2017 0:00:00;292;;;;;False;1178617011055;;8601;22.06.2017 0:00:00;22.06.2017 0:00:00;86038;103436;30.06.1992 0:00:00;22.06.2017 0:00:00;True;0;8601;860101001;0;;0;382;11.07.2007 19:06:00;22.06.2017 15:05:00;;0;0;8863954;2;;;;1177;;;1;1;22.06.2017 15:05:00;10.12.2014 0:00:00;1177
336;225;8601;1;False;;;False;True;;;ТОО "ЮГРА АСКО-МЕД";False;;;False;860101010;8601001211;;271  32309;;False;False;False;False;0;;False;22.11.1993 0:00:00;27.11.1995 0:00:00;225;;;;;False;;;8601;;;;;22.11.1993 0:00:00;27.11.1995 0:00:00;True;0;8601;860101010;0;;0;382;11.07.2007 19:06:00;09.07.2014 8:11:00;;0;0;;;;;;;;;;;;;
337;484;8601;1;False;;;True;True;;;КООПЕРАТИВ "САДОВЫЙ 1";False;;;False;860101020;8601001229;;271  32503; ;False;False;False;False;0;;False;30.11.1993 0:00:00;09.03.2007 0:00:00;484;;;;;False;1078601000664;;8601;09.03.2007 0:00:00;;86025;7849;30.11.1993 0:00:00;09.03.2007 0:00:00;True;0;8601;860101020;0;;0;382;11.07.2007 19:06:00;09.07.2014 8:11:00;;0;0;;;;;;;;;;;;;
338;357;8601;1;False;;;True;True;;;ТОО "ЮРАКС";False;;;False;         ;8601001236;;271  41771;;True;False;False;False;0;;False;30.06.1992 0:00:00;;357;;;;;False;;;8601;;;;;30.06.1992 0:00:00;;True;0;8601;         ;0;;0;382;11.07.2007 19:06:00;09.07.2014 8:11:00;;0;0;;;;;;;;;0;;;;
339;98;8601;1;False;;;True;True;;;ТОО "МАДУР";False;;;False;860101010;8601001243;;271  41384; ;False;False;False;False;0;;False;15.04.1992 0:00:00;08.08.2012 0:00:00;98;;;;;False;1128601003046;08.08.2012 0:00:00;8601;08.08.2012 0:00:00;;86025;7849;15.04.1992 0:00:00;08.08.2012 0:00:00;True;0;8601;860101010;0;;0;382;11.07.2007 19:06:00;02.09.2014 8:14:00;;0;0;;;;;;;;;0;;;;
340;149;8601;1;False;;;True;True;;;ТОО "ТРИАДА";False;;;False;860101010;8601001250;;271  41155; ;False;False;False;False;0;;False;31.12.1991 0:00:00;08.08.2012 0:00:00;149;;;;;False;1128601003190;08.08.2012 0:00:00;8601;08.08.2012 0:00:00;;86025;7849;31.12.1991 0:00:00;08.08.2012 0:00:00;True;0;8601;860101010;0;;0;382;11.07.2007 19:06:00;02.09.2014 8:14:00;;0;0;;;;;;;;;0;;;;
341;308;8601;1;False;;86;True;True;;;ГОСУДАРСТВЕННОЕ ПРЕДПРИЯТИЕ ХАНТЫ-МАНСИЙСКОГО АВТОНОМНОГО ОКРУГА "ХАНТЫ-МАНСИЙСКАЯ РАЙОННАЯ АПТЕКА";False;;;False;860101001;8601001268;09.07.2003 0:00:00;34671 34671;36206;False;False;False;False;0;;False;14.04.1999 0:00:00;07.04.2009 0:00:00;308;00817063;;;;False;1028600512027;;8601;26.11.2002 0:00:00;;86025;104364;02.08.1993 0:00:00;07.04.2009 0:00:00;True;0;8601;860101001;0;;0;382;11.07.2007 19:06:00;09.02.2018 17:01:00;;0;0;3782500;3;1;;;;;;;;;;
342;102;8601;1;False;;86;True;True;;;ОАО "ХАНТЫ-МАНСИЙСКОЕ АТП";False;;860101001;False;860101001;8601001275;06.04.2000 0:00:00;34691 34691;40855;True;False;False;False;0;;False;13.06.1989 0:00:00;;102;0033778;;;;False;1028600511906;;8601;23.11.2002 0:00:00;;86038;103436;13.06.1989 0:00:00;;True;0;8601;860101001;1;;0;382;11.07.2007 19:06:00;09.02.2018 16:03:00;;0;0;3774437;1;;;;1178;;;1;1;09.02.2018 16:02:00;24.02.2015 0:00:00;1178
343;136;8601;1;False;;;True;True;;;ИЧП "КОРШУНСКИЙ И К";False;;;False;860101010;8601001282;;271  40439; ;False;False;False;False;0;;False;07.04.1992 0:00:00;14.03.2007 0:00:00;136;;;;;False;1078601000785;;8601;14.03.2007 0:00:00;;86025;7849;07.04.1992 0:00:00;14.03.2007 0:00:00;True;0;8601;860101010;0;;0;382;11.07.2007 19:06:00;09.07.2014 8:11:00;;0;0;;;;;;;;;;;;;
344;652189;8601;1;False;;86;True;True;;;МУНИЦИПАЛЬНОЕ ПРЕДПРИЯТИЕ "ДОМ БЫТА "СИБИРЬ" МУНИЦИПАЛЬНОГО ОБРАЗОВАНИЯ ГОРОД ХАНТЫ-МАНСИЙСК;False;;;False;860101001;8601001290;21.02.2007 0:00:00;3467133931;;False;False;False;False;0;;False;28.02.1992 0:00:00;17.03.2008 0:00:00;652189;001523444;;;;False;1028600509882;;8601;19.10.2002 0:00:00;;86025;7849;28.02.1992 0:00:00;17.03.2008 0:00:00;True;0;8601;860101001;0;;0;382;11.07.2007 19:06:00;14.11.2016 0:01:00;;0;0;3772987;1;;;;;;;;;;;
345;362;8601;1;False;;;True;True;;;ТОО "НИХИЛЬ";False;;;False;860101010;8601001317;;271  42796; ;False;False;False;False;0;;False;24.11.1993 0:00:00;16.11.2006 0:00:00;362;;;;;False;1068601012941;;8601;16.11.2006 0:00:00;;86025;7849;24.11.1993 0:00:00;16.11.2006 0:00:00;True;0;8601;860101010;0;;0;382;11.07.2007 19:06:00;09.07.2014 8:11:00;;0;0;;;;;;;;;;;;;
346;363;8601;1;False;;;True;True;;;НПЧП ЖАТКИНА С.Ф."ТЕХНОЛОГИЯ";False;;;False;860101010;8601001324;;271  43787; ;False;False;False;False;0;;False;23.10.1992 0:00:00;17.11.2006 0:00:00;363;;;;;False;1068601012996;;8601;17.11.2006 0:00:00;;86025;7849;23.10.1992 0:00:00;17.11.2006 0:00:00;True;0;8601;860101010;0;;0;382;11.07.2007 19:06:00;09.07.2014 8:11:00;;0;0;;;;;;;;;;;;;
347;2010011;8601;1;False;;86;True;True;;;АУ "ЮГОРСКИЙ КИНОПРОКАТ";False;;860101001;False;860101001;8601001331;24.01.2012 0:00:00;3467121421;21421;True;False;False;False;0;;False;11.07.2006 0:00:00;;2010011;001971880;;;;False;1028600512929;;8601;04.12.2002 0:00:00;;86038;103436;30.06.1992 0:00:00;;True;0;8601;860101001;0;;0;725;11.07.2007 19:06:00;20.02.2018 17:38:00;;0;0;3783322;1;;;;1178;;;1;1;07.02.2018 5:32:00;24.02.2015 0:00:00;1178
348;92;8601;1;False;;;True;True;;;ЧП "БОБРОВСКИЙ И К";False;;;False;         ;8601001349;;271  32043;;True;False;False;False;0;;False;30.06.1992 0:00:00;;92;;;;;False;;;8601;;;;;31.01.1992 0:00:00;;True;0;8601;         ;0;;0;382;11.07.2007 19:06:00;09.07.2014 8:11:00;;0;0;;;;;;;;;0;;;;
349;19490003;8601;1;True;;86;True;True;;;АО "ХМГ";False;;860101001;False;860101001;8601001356;08.09.2009 0:00:00;3467136492; ;True;False;False;False;0;;False;10.12.1996 0:00:00;;19490003;001769712;;;;False;1028600508628;;;15.09.2002 0:00:00;;86038;103436;04.06.1995 16:40:00;;True;0;8601;860101001;0;;0;382;11.07.2007 19:06:00;04.03.2018 6:23:00;8611;0;0;3923638;1;;;;1178;;3923638;0;1;04.03.2018 5:31:00;24.02.2015 0:00:00;1178
350;7464;8601;1;False;;;True;True;;;ХМ ФИЛИАЛ ОАО "ХМГ"- РЭБ ФЛОТА ГЕОФИЗИКОВ;False;;;False;860103001;8601001356;;271  92255; ;False;False;False;False;0;;False;05.06.1997 0:00:00;01.10.2009 0:00:00;7464;;;;;False;;;8601;;;;;05.06.1997 0:00:00;01.10.2009 0:00:00;True;0;8601;860103001;0;;0;219;11.07.2007 19:06:00;27.10.2014 18:37:00;;0;0;;;;;;;;;;;;;
351;7437;8601;1;False;;86;True;True;;;ХМ ФИЛИАЛ ОАО "ХМГ"-ГЕОФИЗИЧЕСКАЯ ЭКСПЕДИЦИЯ ОБРАБОТКИ ИНФОРМАЦИИ;False;;;False;860103002;8601001356;07.07.1999 0:00:00;271  96256;271  47407;False;False;False;False;0;;False;15.01.2003 0:00:00;26.09.2011 0:00:00;7437;0014037;;;;False;;;8601;;;;;05.01.1995 0:00:00;26.09.2011 0:00:00;True;0;8601;860103002;0;;0;382;11.07.2007 19:06:00;16.06.2016 10:17:00;;0;0;;;;;;;;;;;;;
352;7445;8601;1;True;;86;True;True;;;ЮГОРСКИЙ ФИЛИАЛ ОАО "ХМГ"-ЮГОРСКАЯ ГЕОФИЗИЧЕСКАЯ ЭКСПЕДИЦИЯ;False;;;False;860143001;8601001356;07.07.1999 0:00:00;271  36103;;False;False;False;False;0;;False;01.09.2009 0:00:00;;7445;0014037;;;;False;;;8601;;;;;01.09.2009 0:00:00;;True;0;8601;860143001;0;;0;382;11.07.2007 19:06:00;31.01.2015 17:07:00;;0;0;;;;;;;;;;;;;
354;369;8601;1;False;;;True;True;;;ИЧП "ЗАЗА";False;;;False;860101010;8601001363;; ; ;False;False;False;False;0;;False;06.05.1993 0:00:00;19.02.2013 0:00:00;369;;;;;False;1138601000394;19.02.2013 0:00:00;8601;19.02.2013 0:00:00;;86025;7849;30.06.1992 0:00:00;19.02.2013 0:00:00;True;0;8601;860101010;0;;0;382;11.07.2007 19:06:00;14.12.2014 15:08:00;;0;0;;;;;;;;;0;;;;
355;373;8601;1;False;;;True;True;;;ТОО "БЭСТ";False;;860101001;False;860101001;8601001370;;271  31110; ;False;False;False;False;0;;False;10.04.1993 0:00:00;15.09.2017 0:00:00;373;;;;;False;1178617016600;;8601;15.09.2017 0:00:00;15.09.2017 0:00:00;86038;103436;30.06.1992 0:00:00;15.09.2017 0:00:00;True;0;8601;860101001;0;;0;382;11.07.2007 19:06:00;15.09.2017 12:02:00;;0;0;8863956;2;;;;1177;;;1;1;15.09.2017 12:02:00;10.12.2014 0:00:00;1177
356;224;8601;1;False;;;True;True;;;КООПЕРАТИВ "СТРОИТЕЛЬ";False;;;False;         ;8601001388;;271  41203;;True;False;False;False;0;;False;30.06.1992 0:00:00;;224;;;;;False;;;8601;;;;;31.01.1989 0:00:00;;True;0;8601;         ;0;;0;382;11.07.2007 19:06:00;09.07.2014 8:11:00;;0;0;;;;;;;;;0;;;;
357;386;8601;1;False;;;True;True;;;КООПЕРАТИВ "УЮТ";False;;;False;860101001;8601001395;; ; ;False;False;False;False;0;;False;31.12.1991 0:00:00;07.10.2011 0:00:00;386;;;;;False;1118601002222;07.10.2011 0:00:00;8601;07.10.2011 0:00:00;;86025;7849;31.12.1991 0:00:00;07.10.2011 0:00:00;True;0;8601;860101001;0;;0;382;11.07.2007 19:06:00;16.10.2015 9:34:00;;0;0;277620;3;1;;;;;;0;;;;
358;281;8601;1;False;;;True;True;;;КОМИТЕТ МЕЖРЕГ.СВЯЗЕЙ И МАТ.РЕСУРСОВ АДМ.ХМАО;False;;;False;         ;8601001405;;271  32589;;True;False;False;False;0;;False;30.06.1992 0:00:00;;281;;;;;False;;;8601;;;;;18.06.1992 0:00:00;;True;0;8601;         ;0;;0;382;11.07.2007 19:06:00;09.07.2014 8:11:00;;0;0;;;;;;;;;0;;;;
359;1744;0   ;1;False;;;False;False;;;ОКР.УПРАВЛЕНИЕ ВОДНЫХ ПУТЕЙ И СУДОХОДСТВА;False;;;False;         ;8601001412;;271  50454;;False;False;False;False;0;;False;11.08.1995 0:00:00;23.12.1999 0:00:00;1744;;;;;False;;;0   ;;;;;11.08.1995 0:00:00;23.12.1999 0:00:00;True;0;0   ;;0;;0;382;11.07.2007 19:06:00;09.07.2014 8:11:00;;0;0;;;;;;;;;;;;;
360;4374338;8601;1;False;;86;True;True;;;ПК ХАНТЫ-МАНСИЙСКОЕ ГОРПО;False;;860101001;False;860101001;8601001420;21.07.2008 0:00:00;83467 368495;331921;True;False;False;False;0;;False;30.03.1993 0:00:00;;4374338;001652996;;;;False;1028600511994;;8601;25.11.2002 0:00:00;;86038;103436;30.06.1992 0:00:00;;True;0;8601;860101001;0;;0;382;11.07.2007 19:06:00;24.01.2018 13:23:00;;0;0;3774508;1;;;;1178;;;1;1;24.01.2018 13:19:00;24.02.2015 0:00:00;1178
361;1084;8601;1;False;;;True;True;;;МП "ТЕПЛОВЫЕ СЕТИ";False;;;False;         ;8601001437;;271  33412;;True;False;False;False;0;;False;30.06.1992 0:00:00;;1084;;;;;False;;;8601;;;;;30.06.1992 0:00:00;;True;0;8601;         ;0;;0;382;11.07.2007 19:06:00;09.07.2014 8:11:00;;0;0;;;;;;;;;0;;;;
362;372;8601;1;False;;;True;True;;;ЛИЦЕНЗИОННЫЙ ЦЕНТР ПРИ ФЕДЕРАЛЬНОМ ЛИЦЕНЗ. ЦЕНТРЕ;False;;;False;         ;8601001451;;271  33212;;True;False;False;False;0;;False;30.06.1992 0:00:00;;372;;;;;False;;;8601;;;;;30.06.1992 0:00:00;;True;0;8601;         ;0;;0;382;11.07.2007 19:06:00;09.07.2014 8:11:00;;0;0;;;;;;;;;0;;;;
